file,spec_version,component_count,TC1_mitigation,TC1_severity,TC2_mitigation,TC2_severity,TC3_mitigation,TC3_severity,TC4_mitigation,TC4_severity,TC5_mitigation,TC5_severity,TC5b_mitigation,TC5b_severity,TC6_mitigation,TC6_severity,TC7_mitigation,TC7_severity,TC8_mitigation,TC8_severity
jeffmendoza_sample-sbom-server.json,1.6,10,FAIL,0.286,PASS,0.3,FAIL,0.591,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.725,FAIL,1.0,PASS,0.2
arikregev_Bins.json,1.6,0,FAIL,0.714,FAIL,0.5,FAIL,0.5,PASS,0.0,FAIL,0.125,PASS,0.0,FAIL,0.75,PASS,1.0,PASS,0.0
Octogonapus_trivy-0-59-sbom-regression.json,1.6,3,FAIL,0.286,PASS,0.0,FAIL,0.75,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,FAIL,0.333
DavidOsipov_Security-kit.json,1.6,0,FAIL,0.714,FAIL,0.5,FAIL,1.0,PASS,0.0,FAIL,0.125,PASS,0.0,FAIL,1.0,FAIL,1.0,PASS,0.0
hypermedia-tech_compliance-definitions.json,1.6,0,FAIL,0.714,FAIL,0.5,FAIL,1.0,FAIL,1.0,FAIL,0.125,PASS,0.0,FAIL,1.0,FAIL,1.0,PASS,0.0
Rush2Fer_CAN-LightAuto.json,1.6,1,FAIL,0.286,FAIL,1.0,FAIL,1.0,FAIL,1.0,FAIL,0.0,PASS,0.014,FAIL,1.0,FAIL,1.0,FAIL,1.0
sbomer-project_mequal-prodsec-policies.json,1.6,36,PASS,0.143,FAIL,0.972,FAIL,0.0,FAIL,1.0,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
wikimedia_mediawiki-extensions-VisualEditor.json,1.6,12,FAIL,0.714,FAIL,0.5,FAIL,1.0,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,1.0,FAIL,1.0,FAIL,1.0
satyam-thakur_LLM-Assisted-Container-Security-Analysis.json,1.6,140,FAIL,0.429,FAIL,1.0,FAIL,0.504,PASS,0.0,FAIL,0.0,FAIL,0.907,FAIL,0.75,FAIL,1.0,PASS,0.0
PatrickStarBaby_LiPSBOMaker.json,1.6,7,FAIL,0.286,PASS,0.0,FAIL,0.5,FAIL,1.0,FAIL,0.0,FAIL,0.875,FAIL,0.75,FAIL,1.0,PASS,0.0
CycloneDX_cyclonedx-javascript-library.json,1.6,0,FAIL,0.714,PASS,0.5,FAIL,1.0,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,1.0,FAIL,1.0,PASS,0.0
VOID-TECHNOLOGY-INC_PyBun.json,1.6,0,FAIL,0.857,FAIL,0.5,FAIL,1.0,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
CycloneDX_official-3rd-party-standards.json,1.6,0,FAIL,0.714,FAIL,0.5,FAIL,1.0,PASS,0.0,FAIL,0.125,PASS,0.0,FAIL,1.0,FAIL,1.0,PASS,0.0
CycloneDX_cyclonedx-python-lib.json,1.6,0,FAIL,0.714,PASS,0.5,FAIL,1.0,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,1.0,FAIL,1.0,PASS,0.0
CycloneDX_cyclonedx-core-java.json,1.6,0,FAIL,0.714,PASS,0.5,FAIL,1.0,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,1.0,FAIL,1.0,PASS,0.0
raku-community-modules_OpenSSL.json,1.6,4,FAIL,0.143,PASS,0.0,FAIL,0.7,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.688,FAIL,1.0,FAIL,0.5
finsite_repo-utils-shared.json,1.6,19,FAIL,0.286,FAIL,0.0,FAIL,0.5,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
core-ncsrd_CCM-Manager.json,1.6,5,FAIL,0.571,FAIL,1.0,FAIL,1.0,PASS,0.0,FAIL,0.5,PASS,0.0,FAIL,1.0,FAIL,1.0,FAIL,1.0
smartlivinglab_mediawiki.json,1.6,24,FAIL,0.571,FAIL,0.5,FAIL,0.625,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,1.0,FAIL,1.0,FAIL,0.25
johnlam90_aws-ssm.json,1.6,73,FAIL,0.286,PASS,0.0,FAIL,0.007,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.5,FAIL,1.0,PASS,0.0
SRDeveloperVishal_images-videos.json,1.6,3,FAIL,0.429,FAIL,1.0,FAIL,1.0,FAIL,1.0,FAIL,0.0,PASS,0.0,FAIL,1.0,FAIL,1.0,FAIL,1.0
Unrealdkman_Chrome-Engine-Modding-Wiki-Public.json,1.6,24,FAIL,0.571,FAIL,0.5,FAIL,0.625,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,1.0,FAIL,1.0,FAIL,0.25
rivic-q_cryptobom-saas.json,1.6,9,FAIL,0.429,PASS,0.0,FAIL,1.0,PASS,0.0,FAIL,0.389,PASS,0.0,FAIL,1.0,FAIL,1.0,FAIL,1.0
sa6mwa_sshtun.json,1.6,2,FAIL,0.286,PASS,0.0,FAIL,0.417,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.5,FAIL,1.0,PASS,0.0
CycloneDX_cyclonedx-dotnet-library.json,1.6,1,FAIL,0.714,FAIL,0.5,FAIL,1.0,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,1.0,FAIL,1.0,FAIL,1.0
makwanji_webapp.json,1.6,9,FAIL,0.286,PASS,0.0,FAIL,0.65,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,FAIL,0.333
dbsystel_grapheditor.json,1.6,195,FAIL,0.286,PASS,0.0,FAIL,0.5,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
carolinemoster_NomadChef.json,1.6,189,FAIL,0.429,FAIL,1.0,FAIL,0.503,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.495,FAIL,1.0,PASS,0.021
AppThreat_cdxgen-samples.json,1.6,46,FAIL,0.143,PASS,0.196,FAIL,0.394,FAIL,0.537,FAIL,0.0,PASS,0.083,FAIL,0.696,FAIL,1.0,PASS,0.0
wikimedia_mediawiki-extensions-CodeMirror.json,1.6,1,FAIL,0.714,FAIL,0.5,FAIL,1.0,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,1.0,FAIL,1.0,FAIL,1.0
wikimedia_mediawiki-extensions-GrowthExperiments.json,1.6,1,FAIL,0.714,FAIL,0.5,FAIL,1.0,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,1.0,FAIL,1.0,FAIL,1.0
paulamg06_TFG.json,1.6,56,FAIL,0.429,PASS,0.125,FAIL,1.0,FAIL,1.0,FAIL,0.5,PASS,0.0,FAIL,1.0,FAIL,1.0,FAIL,1.0
hughsie_uswid-data.json,1.6,1,FAIL,0.429,FAIL,1.0,FAIL,1.0,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,1.0,FAIL,1.0,FAIL,1.0
cmu-sei_sbom-plugfest-2024.json,1.6,14,FAIL,0.429,FAIL,1.0,FAIL,0.533,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
APH10_BIDS.json,1.6,38,FAIL,0.286,PASS,0.0,FAIL,0.038,FAIL,1.0,FAIL,0.0,PASS,0.0,FAIL,0.507,FAIL,1.0,PASS,0.0
anthonyharrison_sbom4python.json,1.6,15,FAIL,0.286,PASS,0.0,FAIL,0.156,FAIL,1.0,FAIL,0.0,PASS,0.0,FAIL,0.55,FAIL,1.0,PASS,0.0
kruemelnerd_metis_sbom_visualizer.json,1.6,7,FAIL,0.286,PASS,0.0,FAIL,0.062,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.5,FAIL,1.0,PASS,0.0
cybeats_sbomgen.json,1.6,5,FAIL,0.286,PASS,0.0,FAIL,0.583,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
sigdevel_SbomTransfer.json,1.6,3,FAIL,0.286,FAIL,0.0,FAIL,0.625,FAIL,1.0,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
next-hack_MGM240_DukeNukem3D.json,1.6,1,FAIL,0.286,FAIL,1.0,FAIL,1.0,FAIL,1.0,FAIL,0.0,PASS,0.077,FAIL,1.0,FAIL,1.0,FAIL,1.0
AlCalzone_nc-zwave-bootloader.json,1.6,1,FAIL,0.286,FAIL,1.0,FAIL,1.0,FAIL,1.0,FAIL,0.0,PASS,0.192,FAIL,1.0,FAIL,1.0,FAIL,1.0
siemens_debsbom.json,1.6,1,FAIL,0.286,PASS,0.0,FAIL,0.5,FAIL,1.0,FAIL,0.0,PASS,0.0,FAIL,0.5,FAIL,1.0,PASS,0.0
eclairevoyant_nim_lk.json,1.6,3,FAIL,0.429,PASS,0.0,FAIL,1.0,FAIL,1.0,FAIL,0.0,PASS,0.0,FAIL,1.0,FAIL,1.0,FAIL,1.0
aryan-rajoria_asquareidea-assessment.json,1.6,22,FAIL,0.286,FAIL,1.0,FAIL,0.5,FAIL,0.769,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
sx54693_SBOM.json,1.6,0,FAIL,0.857,FAIL,0.5,FAIL,1.0,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
MakerSpaceLeiden_makerspaceleiden-crm.json,1.6,120,FAIL,0.429,PASS,0.0,FAIL,0.5,PASS,0.0,FAIL,0.0,FAIL,0.356,FAIL,0.5,FAIL,1.0,PASS,0.0
DavElizG_LAB-5-JoseGuadamuz.json,1.6,139,FAIL,0.286,PASS,0.0,FAIL,0.5,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
quanvu45_Z-wave_Project.json,1.6,1,FAIL,0.286,FAIL,1.0,FAIL,1.0,FAIL,1.0,FAIL,0.0,PASS,0.071,FAIL,1.0,FAIL,1.0,FAIL,1.0
19274858_19274858_SBOMGenTask.Testing.json,1.6,74,FAIL,0.286,PASS,0.0,FAIL,0.013,PASS,0.0,FAIL,0.0,FAIL,0.662,FAIL,0.5,FAIL,1.0,PASS,0.0
AndreyTkachik_calculator.json,1.6,94,FAIL,0.143,PASS,0.0,FAIL,0.5,PASS,0.495,PASS,0.062,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
KEYWISE-PHC_SSD.json,1.6,120,FAIL,0.286,PASS,0.0,FAIL,0.512,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.5,FAIL,1.0,PASS,0.017
memgraph_memgraph.json,1.6,13,FAIL,0.286,PASS,0.5,FAIL,0.536,FAIL,1.0,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
rsdancey_bluespice.json,1.6,24,FAIL,0.571,FAIL,0.5,FAIL,0.625,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,1.0,FAIL,1.0,FAIL,0.25
Festo-se_cyclonedx-editor-validator.json,1.6,0,PASS,0.429,FAIL,0.5,FAIL,1.0,PASS,0.0,FAIL,0.125,PASS,0.0,FAIL,0.75,PASS,1.0,PASS,0.0
asd881223_co2_sensor.json,1.6,1,FAIL,0.286,FAIL,1.0,FAIL,1.0,FAIL,1.0,FAIL,0.0,PASS,0.012,FAIL,1.0,FAIL,1.0,FAIL,1.0
anthonyharrison_lib4vex.json,1.6,0,FAIL,0.857,FAIL,0.5,FAIL,1.0,FAIL,1.0,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
brian-silabs_wifi_station_ble_provisioning_soc.json,1.6,2,FAIL,0.286,FAIL,1.0,FAIL,1.0,FAIL,1.0,FAIL,0.0,PASS,0.145,FAIL,1.0,FAIL,1.0,FAIL,1.0
CycloneDX_sbom-utility.json,1.6,0,FAIL,1.0,FAIL,0.5,FAIL,1.0,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,1.0,FAIL,1.0,PASS,0.0
TUIASI-AC-IoT_portofoliu-laborator-iot-danelthedev.json,1.6,1,FAIL,0.286,FAIL,1.0,FAIL,1.0,FAIL,1.0,FAIL,0.0,PASS,0.178,FAIL,1.0,FAIL,1.0,FAIL,1.0
signalfyi_support.json,1.6,357,FAIL,0.286,PASS,0.0,FAIL,0.999,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,FAIL,1.0
raku-community-modules_Algorithm-Diff.json,1.6,0,FAIL,0.714,FAIL,0.5,FAIL,0.5,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.688,FAIL,1.0,PASS,0.0
bharambetejas_sbom-support-analyzer.json,1.6,3,FAIL,0.429,FAIL,1.0,FAIL,0.625,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
Be-Secure_besecure-assessment-datastore.json,1.6,0,FAIL,0.857,FAIL,0.5,FAIL,1.0,FAIL,1.0,FAIL,0.0,PASS,0.0,FAIL,1.0,FAIL,1.0,PASS,0.0
ermenal_thesis.json,1.6,1,FAIL,0.286,FAIL,1.0,FAIL,1.0,FAIL,1.0,FAIL,0.0,PASS,0.01,FAIL,1.0,FAIL,1.0,FAIL,1.0
Krishna-pendyala05_continuous-sbom.json,1.6,26,FAIL,0.286,PASS,0.577,FAIL,0.519,PASS,0.0,FAIL,0.0,FAIL,0.25,FAIL,0.75,FAIL,1.0,PASS,0.0
MiyasaKun_svelte-adapter-fastify.json,1.6,11,FAIL,0.286,FAIL,1.0,FAIL,0.5,FAIL,0.864,PASS,0.062,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
google_wuffs.json,1.6,1,FAIL,0.429,FAIL,1.0,FAIL,1.0,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,1.0,FAIL,1.0,FAIL,1.0
michimussato_OpenStudioLandscapes-LikeC4.json,1.6,117,FAIL,0.286,PASS,0.0,FAIL,0.504,PASS,0.0,FAIL,0.0,FAIL,0.263,FAIL,0.5,FAIL,1.0,PASS,0.009
ai-cfia_nachet.json,1.6,155,FAIL,0.429,PASS,0.0,FAIL,0.503,PASS,0.0,FAIL,0.0,FAIL,0.203,FAIL,0.75,FAIL,1.0,PASS,0.0
HuynhHuuThang_Depedency-Version-Management.json,1.6,246,FAIL,0.143,PASS,0.0,FAIL,0.417,FAIL,0.994,FAIL,0.0,PASS,0.0,FAIL,0.708,FAIL,1.0,PASS,0.0
jonathanStrange0_hw_gh_action.json,1.6,0,FAIL,0.714,FAIL,0.5,FAIL,1.0,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
Denni-02_project-analyzer.json,1.6,106,FAIL,0.429,PASS,0.0,FAIL,0.005,FAIL,0.667,FAIL,0.0,FAIL,0.349,FAIL,0.5,FAIL,1.0,PASS,0.0
supikashi_secdev-project.json,1.6,22,FAIL,0.429,FAIL,1.0,FAIL,0.522,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
siemens_continuous-clearing.json,1.6,4,FAIL,0.429,FAIL,1.0,FAIL,0.4,FAIL,1.0,FAIL,0.062,PASS,0.0,FAIL,0.625,FAIL,1.0,PASS,0.0
wikimedia_mediawiki-extensions-Citoid.json,1.6,1,FAIL,0.714,FAIL,0.5,FAIL,1.0,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,1.0,FAIL,1.0,FAIL,1.0
codedeno_NBU_CBOM_TOOL.json,1.6,63,FAIL,0.429,FAIL,1.0,FAIL,1.0,FAIL,1.0,FAIL,0.5,PASS,0.0,FAIL,0.75,FAIL,1.0,FAIL,1.0
fossology_FOSSology.REST.dotnet.json,1.6,32,FAIL,0.286,PASS,0.0,FAIL,0.03,PASS,0.0,FAIL,0.0,FAIL,0.219,FAIL,0.5,FAIL,1.0,PASS,0.0
giterlizzi_perl-SBOM-CycloneDX.json,1.6,1,FAIL,0.714,FAIL,0.5,FAIL,1.0,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,1.0,FAIL,1.0,FAIL,1.0
wikimedia_mediawiki-extensions-MsUpload.json,1.6,1,FAIL,0.714,FAIL,0.5,FAIL,1.0,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,1.0,FAIL,1.0,FAIL,1.0
devops-kung-fu_bomber.json,1.6,3,FAIL,0.571,FAIL,0.5,FAIL,0.625,FAIL,1.0,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
zzzzz143_Graph.json,1.6,106,FAIL,0.429,PASS,0.0,FAIL,0.005,FAIL,0.667,FAIL,0.0,FAIL,0.349,FAIL,0.5,FAIL,1.0,PASS,0.0
sebsnyk_dvfa.json,1.6,64,FAIL,0.286,FAIL,1.0,FAIL,0.5,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.5,FAIL,1.0,PASS,0.0
rafaeltuelho_secure-gha-workflow-sample.json,1.6,5,FAIL,0.429,FAIL,1.0,FAIL,0.583,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
Eurofunk_sbom-license-plugin.json,1.6,1,FAIL,0.429,FAIL,1.0,FAIL,0.25,PASS,0.0,FAIL,0.0,FAIL,0.5,FAIL,0.5,FAIL,1.0,PASS,0.0
wikisati_mediawiki.json,1.6,24,FAIL,0.571,FAIL,0.5,FAIL,0.625,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,1.0,FAIL,1.0,FAIL,0.25
CactuseSecurity_firewall-orchestrator.json,1.6,104,FAIL,0.286,PASS,0.0,FAIL,0.01,PASS,0.0,FAIL,0.0,PASS,0.067,FAIL,0.5,FAIL,1.0,PASS,0.0
herodevs_cli.json,1.6,2,FAIL,0.857,FAIL,0.5,FAIL,0.5,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,1.0,FAIL,1.0,PASS,0.0
sashakw1376_ossproject.json,1.6,72,FAIL,0.286,PASS,0.0,FAIL,0.24,FAIL,1.0,FAIL,0.0,PASS,0.0,FAIL,0.615,FAIL,1.0,PASS,0.0
kunalmenaria20_smart-blind-stick.json,1.6,1,FAIL,0.286,FAIL,1.0,FAIL,1.0,FAIL,1.0,FAIL,0.0,PASS,0.076,FAIL,1.0,FAIL,1.0,FAIL,1.0
CycloneDX_specification.json,1.6,0,FAIL,0.714,PASS,0.5,FAIL,1.0,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,1.0,FAIL,1.0,PASS,0.0
archlinux_archwiki.json,1.6,12,FAIL,0.714,FAIL,0.5,FAIL,1.0,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,1.0,FAIL,1.0,FAIL,1.0
up1_workshop-ci-jenkins-docker.json,1.6,77,FAIL,0.286,PASS,0.0,FAIL,0.5,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
Matt-C-G_QuietPatch.json,1.6,7,FAIL,0.429,FAIL,0.0,FAIL,0.5,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
Raku_REA.json,1.6,3,FAIL,0.143,PASS,0.0,FAIL,0.625,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.688,FAIL,1.0,FAIL,0.667
pavt_vp-icse2026.json,1.6,17,FAIL,0.429,FAIL,1.0,FAIL,0.583,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.118
RedHatProductSecurity_security-data-guidelines.json,1.6,2,PASS,0.143,FAIL,0.5,FAIL,0.667,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.625,FAIL,1.0,FAIL,0.5
brian-silabs_bt_soc_empty_SPP_Server.json,1.6,1,FAIL,0.286,FAIL,1.0,FAIL,1.0,FAIL,1.0,FAIL,0.0,PASS,0.17,FAIL,1.0,FAIL,1.0,FAIL,1.0
ThalesGroup_gose.json,1.6,14,FAIL,0.714,FAIL,1.0,FAIL,1.0,PASS,0.0,FAIL,0.5,PASS,0.0,FAIL,1.0,FAIL,1.0,FAIL,1.0
christian80gabi_ntshob.json,1.6,24,FAIL,0.571,FAIL,0.5,FAIL,0.625,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,1.0,FAIL,1.0,FAIL,0.25
seb-fae_MatterThermostatOverThreadSolution_lcd_font_in_flash.json,1.6,2,FAIL,0.286,FAIL,1.0,FAIL,1.0,FAIL,1.0,FAIL,0.0,FAIL,0.283,FAIL,1.0,FAIL,1.0,FAIL,1.0
Demolus13_dummy.json,1.6,4,FAIL,0.286,PASS,0.0,FAIL,0.1,FAIL,1.0,FAIL,0.0,PASS,0.0,FAIL,0.5,FAIL,1.0,PASS,0.0
taleodor_kauf-bulb-boms.json,1.6,44,FAIL,0.286,PASS,0.0,FAIL,0.5,PASS,0.0,PASS,0.062,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
VISENDI56_iLuminara-Core.json,1.6,22,FAIL,0.429,FAIL,0.0,FAIL,0.5,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
L4RS04_app-sec.json,1.6,159,FAIL,0.286,PASS,0.0,FAIL,0.5,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
silabs-aj_MoT_CO_BRD4118.json,1.6,2,FAIL,0.286,FAIL,1.0,FAIL,1.0,FAIL,1.0,FAIL,0.0,FAIL,0.281,FAIL,1.0,FAIL,1.0,FAIL,1.0
rtafurthgarcia_COM713.json,1.6,29,FAIL,0.286,PASS,0.862,FAIL,0.517,PASS,0.0,FAIL,0.0,FAIL,0.333,FAIL,0.75,FAIL,1.0,PASS,0.0
WhizUs_slsa-meetup.json,1.6,148,FAIL,0.286,PASS,0.959,FAIL,0.507,PASS,0.0,FAIL,0.0,PASS,0.088,FAIL,0.75,FAIL,1.0,PASS,0.007
cbomkit_cbomkit.json,1.6,56,FAIL,0.429,PASS,0.125,FAIL,1.0,FAIL,1.0,FAIL,0.5,PASS,0.0,FAIL,1.0,FAIL,1.0,FAIL,1.0
snyk-playground_snyk-bazel-sbom-test.json,1.6,74,FAIL,0.286,PASS,0.0,FAIL,0.5,PASS,0.0,FAIL,0.0,PASS,0.055,FAIL,1.0,FAIL,1.0,PASS,0.0
damaoooo_validation.json,1.6,35,FAIL,0.286,PASS,0.0,FAIL,0.528,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.5,FAIL,1.0,PASS,0.029
Bushir1_MyProjects.json,1.6,151,FAIL,0.286,PASS,0.02,FAIL,0.507,PASS,0.0,FAIL,0.0,FAIL,0.346,FAIL,0.75,FAIL,1.0,PASS,0.007
preich21_cybersecurity-project-7.json,1.6,3,FAIL,0.286,FAIL,0.0,FAIL,0.5,PASS,0.0,FAIL,0.0,PASS,0.0,FAIL,0.75,FAIL,1.0,PASS,0.0
